ip,latitude,longitude,device_type,model,location_label,last_seen,port,org,country,region,poc_batch,trial_profile
10.0.2.47,-33.768857,151.239447,PTZ Camera,Hanwha XNV-8080R,Sydney Sector 7,2026-02-23,80,Comcast,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.2.48,28.108803,77.724874,IP Camera,Axis P5655-E,Delhi Sector 8,2025-12-28,443,Comcast,IN,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.3.49,13.92904,100.146806,PTZ Camera,Hikvision DS-2CD2085G1,Bangkok Sector 9,2025-12-28,8080,Comcast,TH,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.3.50,44.077505,-79.582708,IP Camera,Hanwha XNV-8080R,Toronto Sector 10,2026-03-02,8080,Verizon,CA,North America,GLOBAL_500_V3,fresh_asia_focus
10.0.3.51,18.683617,72.86732,Dome Camera,Hanwha XNV-8080R,Mumbai Sector 11,2026-03-09,8080,Comcast,IN,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.3.52,-34.181052,-58.566488,Dome Camera,Hanwha XNV-8080R,Buenos Aires Sector 12,2026-03-03,554,Lumen,AR,South America,GLOBAL_500_V3,fresh_asia_focus
10.0.3.53,1.145987,103.764616,IP Camera,Axis P5655-E,Singapore Sector 13,2026-01-30,443,BT,SG,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.3.54,31.742296,34.932294,PTZ Camera,Hanwha XNV-8080R,Tel Aviv Sector 14,2026-01-09,8080,Comcast,IL,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.3.55,24.974383,55.798116,IP Camera,Axis P5655-E,Dubai Sector 15,2026-01-01,443,Verizon,AE,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.3.56,51.177377,0.117528,Dome Camera,Dahua SD49425XB,London Sector 16,2026-03-08,8080,BT,GB,Europe,GLOBAL_500_V3,fresh_asia_focus
10.0.3.57,40.487755,29.382182,PTZ Camera,Dahua SD49425XB,Istanbul Sector 17,2026-03-10,8080,DigitalOcean,TR,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.3.58,-37.047803,174.346998,Dome Camera,Hanwha XNV-8080R,Auckland Sector 18,2025-06-20,8080,AT&T,NZ,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.3.59,1.241386,103.439205,IP Camera,Hanwha XNV-8080R,Singapore Sector 19,2026-01-19,443,Comcast,SG,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.3.60,24.291677,46.469973,Dome Camera,Axis P5655-E,Riyadh Sector 20,2026-02-07,8080,Airtel,SA,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.3.61,-38.088835,144.50391,IP Camera,Hanwha XNV-8080R,Melbourne Sector 1,2026-01-10,8080,Lumen,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.3.62,41.372383,28.677762,IP Camera,Sony SNC-EP580,Istanbul Sector 2,2025-07-05,443,DigitalOcean,TR,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.3.63,51.935423,-0.588576,Dome Camera,Hanwha XNV-8080R,London Sector 3,2026-02-09,8080,BT,GB,Europe,GLOBAL_500_V3,fresh_asia_focus
10.0.3.64,39.066575,-76.744267,Bullet Camera,Dahua SD49425XB,Washington Sector 4,2026-02-21,443,Verizon,US,North America,GLOBAL_500_V3,fresh_asia_focus
10.0.4.65,43.852477,-79.827406,Dome Camera,Axis P5655-E,Toronto Sector 5,2026-01-15,8080,AT&T,CA,North America,GLOBAL_500_V3,fresh_asia_focus
10.0.4.66,19.773167,-99.246147,IP Camera,Hikvision DS-2CD2085G1,Mexico City Sector 6,2026-01-23,443,BT,MX,North America,GLOBAL_500_V3,fresh_asia_focus
10.0.4.67,48.736073,2.787544,Dome Camera,Axis P5655-E,Paris Sector 7,2026-02-22,443,BT,FR,Europe,GLOBAL_500_V3,fresh_asia_focus
10.0.4.68,41.441868,29.056892,IP Camera,Hanwha XNV-8080R,Istanbul Sector 8,2025-07-27,554,AT&T,TR,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.4.69,-34.33454,-58.873155,Dome Camera,Axis P5655-E,Buenos Aires Sector 9,2026-03-06,8080,Airtel,AR,South America,GLOBAL_500_V3,fresh_asia_focus
10.0.4.70,-25.667597,27.864371,PTZ Camera,Hanwha XNV-8080R,Johannesburg Sector 10,2026-03-11,80,Airtel,ZA,Africa,GLOBAL_500_V3,fresh_asia_focus
10.0.4.71,0.85296,104.318911,IP Camera,Hanwha XNV-8080R,Singapore Sector 11,2026-01-11,443,Cloudflare,SG,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.4.72,-32.083231,115.534625,PTZ Camera,Axis P5655-E,Perth Sector 12,2026-01-20,80,Airtel,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.4.73,-23.189148,-46.815769,Bullet Camera,Axis P5655-E,Sao Paulo Sector 13,2026-03-03,443,Airtel,BR,South America,GLOBAL_500_V3,fresh_asia_focus
10.0.4.74,33.91879,-7.217139,Bullet Camera,Hanwha XNV-8080R,Casablanca Sector 14,2026-03-02,443,Lumen,MA,Africa,GLOBAL_500_V3,fresh_asia_focus
10.0.4.75,40.594906,-73.892684,IP Camera,Hanwha XNV-8080R,New York Sector 15,2026-02-01,8080,Airtel,US,North America,GLOBAL_500_V3,fresh_asia_focus
10.0.4.76,41.495935,12.520148,Dome Camera,Dahua SD49425XB,Rome Sector 16,2026-01-09,8080,Verizon,IT,Europe,GLOBAL_500_V3,fresh_asia_focus
10.0.4.77,-36.663725,174.833402,Dome Camera,Hanwha XNV-8080R,Auckland Sector 17,2026-01-06,8080,Airtel,NZ,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.4.78,41.025028,28.436101,IP Camera,Hanwha XNV-8080R,Istanbul Sector 18,2025-07-31,8080,DigitalOcean,TR,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.4.79,5.287621,-0.615691,IP Camera,Hanwha XNV-8080R,Accra Sector 19,2025-11-23,443,Verizon,GH,Africa,GLOBAL_500_V3,fresh_asia_focus
10.0.4.80,1.472082,103.635085,Bullet Camera,Hikvision DS-2CD2085G1,Singapore Sector 20,2026-02-16,8080,AT&T,SG,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.5.81,-25.706905,27.557698,IP Camera,Axis P5655-E,Johannesburg Sector 1,2026-03-11,8080,Airtel,ZA,Africa,GLOBAL_500_V3,fresh_asia_focus
10.0.5.82,0.81766,104.105245,IP Camera,Axis P5655-E,Singapore Sector 2,2026-03-08,443,Airtel,SG,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.5.83,-33.661639,150.769843,IP Camera,Hanwha XNV-8080R,Sydney Sector 3,2026-01-01,8080,DigitalOcean,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.5.84,25.584137,55.356781,Dome Camera,Hanwha XNV-8080R,Dubai Sector 4,2026-01-10,443,Airtel,AE,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.5.85,-5.893731,106.445068,Bullet Camera,Hanwha XNV-8080R,Jakarta Sector 5,2026-02-25,8080,BT,ID,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.5.86,40.23642,-73.607877,IP Camera,Axis P5655-E,New York Sector 6,2026-01-31,443,DigitalOcean,US,North America,GLOBAL_500_V3,fresh_asia_focus
10.0.5.87,35.206323,139.525841,Bullet Camera,Hanwha XNV-8080R,Tokyo Sector 7,2025-10-29,8080,Airtel,JP,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.5.88,-31.561518,116.183837,PTZ Camera,Hanwha XNV-8080R,Perth Sector 8,2026-03-04,443,AT&T,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.5.89,24.747543,51.663087,Dome Camera,Hanwha XNV-8080R,Doha Sector 9,2025-07-08,443,Lumen,QA,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.5.90,13.553624,100.913693,IP Camera,Bosch FLEXIDOME,Bangkok Sector 10,2025-08-21,8080,Airtel,TH,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.5.91,-37.000996,175.141142,IP Camera,Hanwha XNV-8080R,Auckland Sector 11,2026-01-23,8080,BT,NZ,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.5.92,39.309999,-76.740443,Bullet Camera,Sony SNC-EP580,Washington Sector 12,2026-01-01,8080,DigitalOcean,US,North America,GLOBAL_500_V3,fresh_asia_focus
10.0.5.93,37.814451,126.650009,IP Camera,Hanwha XNV-8080R,Seoul Sector 13,2026-01-18,554,Airtel,KR,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.5.94,25.828611,51.239131,PTZ Camera,Sony SNC-EP580,Doha Sector 14,2025-02-01,8080,Verizon,QA,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.5.95,6.78102,3.53191,Bullet Camera,Axis P5655-E,Lagos Sector 15,2026-01-23,443,Lumen,NG,Africa,GLOBAL_500_V3,fresh_asia_focus
10.0.5.96,41.107632,-73.537594,IP Camera,Axis P5655-E,New York Sector 16,2026-03-04,554,Lumen,US,North America,GLOBAL_500_V3,fresh_asia_focus
10.0.6.97,5.514021,0.00672,Bullet Camera,Axis P5655-E,Accra Sector 17,2026-01-24,554,DigitalOcean,GH,Africa,GLOBAL_500_V3,fresh_asia_focus
10.0.6.98,18.605579,73.27228,PTZ Camera,Axis P5655-E,Mumbai Sector 18,2026-02-19,8080,AT&T,IN,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.6.99,51.977842,13.3783,Bullet Camera,Hanwha XNV-8080R,Berlin Sector 19,2026-01-29,8080,DigitalOcean,DE,Europe,GLOBAL_500_V3,fresh_asia_focus
10.0.6.100,-36.593448,174.631256,PTZ Camera,Dahua SD49425XB,Auckland Sector 20,2025-11-29,443,BT,NZ,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.6.101,-34.34337,151.479219,Bullet Camera,Hanwha XNV-8080R,Sydney Sector 1,2025-12-27,8080,AT&T,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.6.102,40.624881,28.533889,Dome Camera,Bosch FLEXIDOME,Istanbul Sector 2,2026-01-04,8080,Comcast,TR,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.6.103,35.71554,139.63347,Bullet Camera,Hikvision DS-2CD2085G1,Tokyo Sector 3,2025-05-21,8080,Lumen,JP,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.6.104,-37.826431,145.485969,Bullet Camera,Hikvision DS-2CD2085G1,Melbourne Sector 4,2024-10-14,443,Cloudflare,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.6.105,-12.179071,-77.358083,PTZ Camera,Axis P5655-E,Lima Sector 5,2026-02-17,8080,Airtel,PE,South America,GLOBAL_500_V3,fresh_asia_focus
10.0.6.106,-6.419462,107.258636,IP Camera,Axis P5655-E,Jakarta Sector 6,2026-02-10,443,DigitalOcean,ID,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.6.107,-23.706282,-46.624808,Bullet Camera,Hanwha XNV-8080R,Sao Paulo Sector 7,2025-03-09,443,Comcast,BR,South America,GLOBAL_500_V3,fresh_asia_focus
10.0.6.108,41.014887,28.505739,Dome Camera,Bosch FLEXIDOME,Istanbul Sector 8,2025-12-26,443,Airtel,TR,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.6.109,37.619661,126.553251,Dome Camera,Dahua SD49425XB,Seoul Sector 9,2026-01-13,8080,AT&T,KR,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.6.110,24.726118,54.806095,Dome Camera,Sony SNC-EP580,Dubai Sector 10,2026-02-06,8080,Lumen,AE,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.6.111,40.103331,-3.219198,PTZ Camera,Axis P5655-E,Madrid Sector 11,2026-03-06,8080,BT,ES,Europe,GLOBAL_500_V3,fresh_asia_focus
10.0.6.112,-35.095766,-57.945381,IP Camera,Axis P5655-E,Buenos Aires Sector 12,2025-10-21,443,BT,AR,South America,GLOBAL_500_V3,fresh_asia_focus
10.0.7.113,25.389879,51.743962,Bullet Camera,Hanwha XNV-8080R,Doha Sector 13,2025-12-08,8080,Verizon,QA,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.7.114,33.251112,-7.113991,IP Camera,Axis P5655-E,Casablanca Sector 14,2025-06-26,80,BT,MA,Africa,GLOBAL_500_V3,fresh_asia_focus
10.0.7.115,40.586493,28.841421,IP Camera,Hikvision DS-2CD2085G1,Istanbul Sector 15,2026-01-12,8080,Lumen,TR,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.7.116,-31.833666,115.800659,PTZ Camera,Hanwha XNV-8080R,Perth Sector 16,2025-04-06,8080,Cloudflare,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.7.117,5.930788,-0.673826,Bullet Camera,Axis P5655-E,Accra Sector 17,2026-01-01,8080,DigitalOcean,GH,Africa,GLOBAL_500_V3,fresh_asia_focus
10.0.7.118,-6.616314,106.511496,Dome Camera,Axis P5655-E,Jakarta Sector 18,2026-02-13,443,Comcast,ID,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.7.119,-37.769856,144.925371,IP Camera,Dahua SD49425XB,Melbourne Sector 19,2025-11-11,8080,Cloudflare,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.7.120,-1.652686,36.304445,IP Camera,Sony SNC-EP580,Nairobi Sector 20,2026-02-27,8080,AT&T,KE,Africa,GLOBAL_500_V3,fresh_asia_focus
10.0.7.121,35.155402,139.646203,Dome Camera,Dahua SD49425XB,Tokyo Sector 1,2026-01-14,8080,DigitalOcean,JP,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.7.122,19.436624,72.66244,Dome Camera,Hanwha XNV-8080R,Mumbai Sector 2,2025-09-30,8080,Comcast,IN,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.7.123,24.69936,55.814177,IP Camera,Axis P5655-E,Dubai Sector 3,2026-01-04,443,Comcast,AE,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.7.124,38.519007,-76.737765,Dome Camera,Sony SNC-EP580,Washington Sector 4,2025-10-25,8080,DigitalOcean,US,North America,GLOBAL_500_V3,fresh_asia_focus
10.0.7.125,28.904081,76.662115,Bullet Camera,Axis P5655-E,Delhi Sector 5,2026-01-24,8080,Airtel,IN,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.7.126,34.07147,-7.337295,Bullet Camera,Hanwha XNV-8080R,Casablanca Sector 6,2026-02-06,443,Comcast,MA,Africa,GLOBAL_500_V3,fresh_asia_focus
10.0.7.127,41.170461,-74.28904,PTZ Camera,Hanwha XNV-8080R,New York Sector 7,2025-10-17,443,Airtel,US,North America,GLOBAL_500_V3,fresh_asia_focus
10.0.7.128,-0.931796,36.534178,Bullet Camera,Hanwha XNV-8080R,Nairobi Sector 8,2024-10-03,8080,Cloudflare,KE,Africa,GLOBAL_500_V3,fresh_asia_focus
10.0.8.129,-34.84942,-58.784344,PTZ Camera,Hanwha XNV-8080R,Buenos Aires Sector 9,2025-12-30,443,Verizon,AR,South America,GLOBAL_500_V3,fresh_asia_focus
10.0.8.130,-5.665847,107.323419,Dome Camera,Hanwha XNV-8080R,Jakarta Sector 10,2026-01-03,443,Verizon,ID,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.8.131,41.394202,29.471393,Dome Camera,Hanwha XNV-8080R,Istanbul Sector 11,2025-10-24,8080,Cloudflare,TR,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.8.132,28.226183,77.501719,IP Camera,Axis P5655-E,Delhi Sector 12,2026-01-08,8080,Comcast,IN,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.8.133,25.629111,51.675471,PTZ Camera,Axis P5655-E,Doha Sector 13,2026-01-17,443,BT,QA,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.8.134,37.977552,127.324074,IP Camera,Axis P5655-E,Seoul Sector 14,2025-10-06,8080,Lumen,KR,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.8.135,42.443821,12.48888,PTZ Camera,Axis P5655-E,Rome Sector 15,2026-02-17,554,Lumen,IT,Europe,GLOBAL_500_V3,fresh_asia_focus
10.0.8.136,-6.157139,106.498448,PTZ Camera,Axis P5655-E,Jakarta Sector 16,2026-01-24,8080,AT&T,ID,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.8.137,43.485774,-78.951749,PTZ Camera,Sony SNC-EP580,Toronto Sector 17,2026-03-08,443,Verizon,CA,North America,GLOBAL_500_V3,fresh_asia_focus
10.0.8.138,4.649437,-74.263839,Bullet Camera,Hanwha XNV-8080R,Bogota Sector 18,2026-02-09,8080,Cloudflare,CO,South America,GLOBAL_500_V3,fresh_asia_focus
10.0.8.139,43.746272,-79.901695,PTZ Camera,Hanwha XNV-8080R,Toronto Sector 19,2026-01-06,443,AT&T,CA,North America,GLOBAL_500_V3,fresh_asia_focus
10.0.8.140,19.487956,72.827259,IP Camera,Axis P5655-E,Mumbai Sector 20,2026-02-04,8080,Lumen,IN,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.8.141,35.872013,139.927873,Bullet Camera,Hanwha XNV-8080R,Tokyo Sector 1,2025-01-26,8080,AT&T,JP,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.8.142,18.587008,72.931255,Dome Camera,Hanwha XNV-8080R,Mumbai Sector 2,2026-01-23,443,Verizon,IN,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.8.143,-6.255315,106.298983,Bullet Camera,Hanwha XNV-8080R,Jakarta Sector 3,2025-12-05,8080,AT&T,ID,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.8.144,-38.083582,145.36022,Dome Camera,Hanwha XNV-8080R,Melbourne Sector 4,2024-10-11,554,AT&T,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.9.145,-6.259439,106.538792,IP Camera,Hikvision DS-2CD2085G1,Jakarta Sector 5,2025-07-13,8080,DigitalOcean,ID,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.9.146,-38.317116,144.514943,Bullet Camera,Hanwha XNV-8080R,Melbourne Sector 6,2026-02-14,443,DigitalOcean,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.9.147,-33.826696,151.406663,Dome Camera,Axis P5655-E,Sydney Sector 7,2026-02-11,8080,Cloudflare,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.9.148,40.77793,28.702696,PTZ Camera,Hanwha XNV-8080R,Istanbul Sector 8,2026-02-14,8080,DigitalOcean,TR,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.9.149,52.411743,21.229345,PTZ Camera,Axis P5655-E,Warsaw Sector 9,2026-01-01,8080,DigitalOcean,PL,Europe,GLOBAL_500_V3,fresh_asia_focus
10.0.9.150,25.231049,55.147081,Dome Camera,Axis P5655-E,Dubai Sector 10,2025-12-27,8080,Airtel,AE,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.9.151,39.430162,-77.063286,Dome Camera,Hanwha XNV-8080R,Washington Sector 11,2025-08-28,8080,Verizon,US,North America,GLOBAL_500_V3,fresh_asia_focus
